,county,state,lat,lon,year,date,disastertype,declarationtitle
9549,Omaha Indian Reservation,NE,42.0997195,-96.54552607434803,2020,2020-03-13,Biological,COVID-19
9552,Pueblo of Acoma,NM,34.8969052,-107.5817815,2020,2020-03-13,Biological,COVID-19
9553,Wampanoag Tribe of Gay Head Aquinnah,MA,41.33265,-70.79918,2020,2020-03-13,Biological,COVID-19
9554,Passamaquoddy Indian Reservation,ME,45.2560432,-67.59544785378272,2020,2020-03-13,Biological,COVID-19
9556,Pueblo of Picuris,NM,36.199061,-105.70741550820712,2020,2020-03-13,Biological,COVID-19
9557,Alabama and Coushatta Indian Reservation,TX,30.7032546,-94.8074314,2020,2020-03-13,Biological,COVID-19
9559,Upper Sioux Community Indian Reservation,MN,44.759496,-95.50709339092063,2020,2020-03-13,Biological,COVID-19
9563,Tulalip Indian Reservation,WA,48.071385500000005,-122.26486740245815,2020,2020-03-13,Biological,COVID-19
9566,Pueblo of Taos,NM,36.4381878,-105.5474245,2020,2020-03-13,Biological,COVID-19
9570,Osage Indian Reservation,OK,36.66727805,-96.3396935508038,2020,2020-03-13,Biological,COVID-19
9571,Narragansett Indian Reservation,RI,41.416061799999994,-71.67530508761794,2020,2020-03-13,Biological,COVID-19
9572,Fort Peck Indian Reservation,MT,48.3199785,-105.51536422538582,2020,2020-03-13,Biological,COVID-19
9577,Pueblo of San Felipe,NM,35.436167,-106.42470780044732,2020,2020-03-13,Biological,COVID-19
9579,Santee Indian Reservation,NE,42.7384651,-97.83695533346486,2020,2020-03-13,Biological,COVID-19
9583,Cheyenne River Indian Reservation,SD,44.9881665,-101.2124836463615,2020,2020-03-13,Biological,COVID-19
9584,Oneida East Indian Reservation,NY,43.07871045,-75.7497401500365,2020,2020-03-13,Biological,COVID-19
9585,Pueblo of Santa Ana,NM,35.3466345,-106.52556774059548,2020,2020-03-13,Biological,COVID-19
9589,Adams County,IL,39.9787786,-91.2110065,2020,2020-03-13,Biological,COVID-19
9590,Alexander County,IL,37.1801529,-89.3502834,2020,2020-03-13,Biological,COVID-19
9591,Bond County,IL,38.8630331,-89.4391416,2020,2020-03-13,Biological,COVID-19
9592,Boone County,IL,42.321246,-88.8235511,2020,2020-03-13,Biological,COVID-19
9593,Brown County,IL,39.9498214,-90.7485656,2020,2020-03-13,Biological,COVID-19
9594,Calhoun County,IL,39.1397507,-90.6506113,2020,2020-03-13,Biological,COVID-19
9595,Champaign County,IL,40.1346857,-88.1975558,2020,2020-03-13,Biological,COVID-19
9596,Bureau County,IL,41.4016294,-89.5341179,2020,2020-03-13,Biological,COVID-19
9597,Christian County,IL,39.5212598,-89.2829783,2020,2020-03-13,Biological,COVID-19
9598,Cass County,IL,39.9682127,-90.250722,2020,2020-03-13,Biological,COVID-19
9599,Clark County,IL,39.3260541,-87.7838526,2020,2020-03-13,Biological,COVID-19
9600,Cook County,IL,41.8197385,-87.756525,2020,2020-03-13,Biological,COVID-19
9601,Crawford County,IL,39.0131644,-87.7291001,2020,2020-03-13,Biological,COVID-19
9602,Clay County,IL,38.7340694,-88.4910693,2020,2020-03-13,Biological,COVID-19
9603,Clinton County,IL,38.5896187,-89.420064,2020,2020-03-13,Biological,COVID-19
9604,Carroll County,IL,42.0647352,-89.9556785,2020,2020-03-13,Biological,COVID-19
9605,De Witt County,IL,40.1811468,-88.7861844,2020,2020-03-13,Biological,COVID-19
9606,Douglas County,IL,39.7628415,-88.2170516,2020,2020-03-13,Biological,COVID-19
9607,DuPage County,IL,41.8603735,-88.0906873,2020,2020-03-13,Biological,COVID-19
9608,Edgar County,IL,39.6714952,-87.7340364,2020,2020-03-13,Biological,COVID-19
9609,Edwards County,IL,38.410254,-88.0584362,2020,2020-03-13,Biological,COVID-19
9610,Cumberland County,IL,39.2744299,-88.2423795,2020,2020-03-13,Biological,COVID-19
9611,Coles County,IL,39.5266741,-88.2184999,2020,2020-03-13,Biological,COVID-19
9612,DeKalb County,IL,41.8903447,-88.7713953,2020,2020-03-13,Biological,COVID-19
9613,Effingham County,IL,39.0520902,-88.6029006,2020,2020-03-13,Biological,COVID-19
9614,Fayette County,IL,39.0001282,-89.0430211,2020,2020-03-13,Biological,COVID-19
9615,Ford County,IL,40.4980955,-88.2552987,2020,2020-03-13,Biological,COVID-19
9616,Franklin County,IL,37.9765409,-88.9335327,2020,2020-03-13,Biological,COVID-19
9617,Fulton County,IL,40.4714305,-90.1845556,2020,2020-03-13,Biological,COVID-19
9618,Gallatin County,IL,37.7509507,-88.2264519,2020,2020-03-13,Biological,COVID-19
9619,Greene County,IL,39.3573664,-90.3898985,2020,2020-03-13,Biological,COVID-19
9620,Grundy County,IL,41.2747363,-88.4119361,2020,2020-03-13,Biological,COVID-19
9621,Hamilton County,IL,38.0619569,-88.5301136,2020,2020-03-13,Biological,COVID-19
9622,Hancock County,IL,40.3941712,-91.1458063,2020,2020-03-13,Biological,COVID-19
9623,Henry County,IL,41.3418549,-90.1177442,2020,2020-03-13,Biological,COVID-19
9624,Iroquois County,IL,40.7351265,-87.8309209,2020,2020-03-13,Biological,COVID-19
9625,Hardin County,IL,37.5137015,-88.2675733,2020,2020-03-13,Biological,COVID-19
9626,Jasper County,IL,39.0082423,-88.1552371,2020,2020-03-13,Biological,COVID-19
9627,Jackson County,IL,37.7668943,-89.3563845,2020,2020-03-13,Biological,COVID-19
9628,Henderson County,IL,40.8156124,-90.9104547,2020,2020-03-13,Biological,COVID-19
9629,Jo Daviess County,IL,42.3506664,-90.1743742,2020,2020-03-13,Biological,COVID-19
9630,Jefferson County,IL,38.3010487,-88.9344303,2020,2020-03-13,Biological,COVID-19
9631,Jersey County,IL,39.0848464,-90.3303344,2020,2020-03-13,Biological,COVID-19
9632,Johnson County,IL,37.4501818,-88.8844045,2020,2020-03-13,Biological,COVID-19
9633,Kane County,IL,41.923434,-88.4248315,2020,2020-03-13,Biological,COVID-19
9634,Kankakee County,IL,41.1253903,-87.848682,2020,2020-03-13,Biological,COVID-19
9635,Kendall County,IL,41.5853584,-88.4319488,2020,2020-03-13,Biological,COVID-19
9636,Knox County,IL,40.920889,-90.2202325,2020,2020-03-13,Biological,COVID-19
9637,Lake County,IL,42.3327033,-87.9939552,2020,2020-03-13,Biological,COVID-19
9638,La Salle County,IL,41.83200135,-87.62427817730615,2020,2020-03-13,Biological,COVID-19
9639,Lawrence County,IL,38.7108998,-87.7194375,2020,2020-03-13,Biological,COVID-19
9640,Lee County,IL,41.7459056,-89.2888533,2020,2020-03-13,Biological,COVID-19
9641,Livingston County,IL,40.8682487,-88.5631125,2020,2020-03-13,Biological,COVID-19
9642,McLean County,IL,40.4631789,-88.8196613,2020,2020-03-13,Biological,COVID-19
9643,Macon County,IL,39.8455208,-88.9602376,2020,2020-03-13,Biological,COVID-19
9644,Madison County,IL,38.811063,-89.9017112,2020,2020-03-13,Biological,COVID-19
9645,Marion County,IL,38.6477381,-88.9232112,2020,2020-03-13,Biological,COVID-19
9646,Massac County,IL,37.2177417,-88.7163312,2020,2020-03-13,Biological,COVID-19
9647,Mason County,IL,40.2302271,-89.8660433,2020,2020-03-13,Biological,COVID-19
9648,Marshall County,IL,41.0324537,-89.2998456,2020,2020-03-13,Biological,COVID-19
9649,Menard County,IL,40.0166667,-89.7858065,2020,2020-03-13,Biological,COVID-19
9650,Mercer County,IL,41.2019729,-90.7398717,2020,2020-03-13,Biological,COVID-19
9651,Montgomery County,IL,39.2052633,-89.5057126,2020,2020-03-13,Biological,COVID-19
9652,McDonough County,IL,40.4376858,-90.6780272,2020,2020-03-13,Biological,COVID-19
9653,Logan County,IL,40.1075089,-89.3768539,2020,2020-03-13,Biological,COVID-19
9654,Ogle County,IL,42.0397014,-89.3138599,2020,2020-03-13,Biological,COVID-19
9655,Moultrie County,IL,39.6391442,-88.6087498,2020,2020-03-13,Biological,COVID-19
9656,Pike County,IL,39.6108707,-90.8538306,2020,2020-03-13,Biological,COVID-19
9657,Perry County,IL,38.0772859,-89.3760499,2020,2020-03-13,Biological,COVID-19
9658,Piatt County,IL,39.967291,-88.6072399,2020,2020-03-13,Biological,COVID-19
9659,Morgan County,IL,39.7062265,-90.190335,2020,2020-03-13,Biological,COVID-19
9660,Pope County,IL,37.3933531,-88.5904425,2020,2020-03-13,Biological,COVID-19
9661,McHenry County,IL,42.3294391,-88.4605713,2020,2020-03-13,Biological,COVID-19
9662,Monroe County,IL,38.2722313,-90.1792484,2020,2020-03-13,Biological,COVID-19
9663,Peoria County,IL,40.8021278,-89.7713762,2020,2020-03-13,Biological,COVID-19
9664,Macoupin County,IL,39.2420653,-89.925212,2020,2020-03-13,Biological,COVID-19
9665,Randolph County,IL,38.0472916,-89.8107962,2020,2020-03-13,Biological,COVID-19
9666,Richland County,IL,38.7060457,-88.0949352,2020,2020-03-13,Biological,COVID-19
9667,Rock Island County,IL,41.4411786,-90.5766144,2020,2020-03-13,Biological,COVID-19
9668,St. Clair County,IL,38.4616972,-89.9324347,2020,2020-03-13,Biological,COVID-19
9669,Pulaski County,IL,37.2314232,-89.1183427,2020,2020-03-13,Biological,COVID-19
9670,Putnam County,IL,41.2025915,-89.2676414,2020,2020-03-13,Biological,COVID-19
9671,Sangamon County,IL,39.7623668,-89.6454905,2020,2020-03-13,Biological,COVID-19
9672,Saline County,IL,37.750075,-88.5302584,2020,2020-03-13,Biological,COVID-19
9673,Scott County,IL,39.6333408,-90.4753685,2020,2020-03-13,Biological,COVID-19
9674,Shelby County,IL,39.3665064,-88.7886278,2020,2020-03-13,Biological,COVID-19
9675,Schuyler County,IL,40.1370869,-90.5697373,2020,2020-03-13,Biological,COVID-19
9676,Stark County,IL,41.0712135,-89.8066831,2020,2020-03-13,Biological,COVID-19
9677,Stephenson County,IL,42.3503474,-89.6735637,2020,2020-03-13,Biological,COVID-19
9678,Tazewell County,IL,40.5126429,-89.5442084,2020,2020-03-13,Biological,COVID-19
9679,Union County,IL,37.4616454,-89.2504793,2020,2020-03-13,Biological,COVID-19
9680,Vermilion County,IL,40.1749809,-87.7323857,2020,2020-03-13,Biological,COVID-19
9681,Wabash County,IL,38.4615994,-87.8460903,2020,2020-03-13,Biological,COVID-19
9682,Warren County,IL,40.8442828,-90.6168408,2020,2020-03-13,Biological,COVID-19
9683,Washington County,IL,38.3662806,-89.4201902,2020,2020-03-13,Biological,COVID-19
9684,White County,IL,38.0632329,-88.1577725,2020,2020-03-13,Biological,COVID-19
9685,Whiteside County,IL,41.7612332,-89.9214744,2020,2020-03-13,Biological,COVID-19
9686,Wayne County,IL,38.4251958,-88.4197678,2020,2020-03-13,Biological,COVID-19
9687,Will County,IL,41.4194058,-87.9994754,2020,2020-03-13,Biological,COVID-19
9688,Winnebago County,IL,42.3255276,-89.1496574,2020,2020-03-13,Biological,COVID-19
9689,Williamson County,IL,37.737632500000004,-88.92944520134037,2020,2020-03-13,Biological,COVID-19
9690,Woodford County,IL,40.8145359,-89.2074215,2020,2020-03-13,Biological,COVID-19
9691,Barbour County,WV,39.1218129,-80.0135627,2020,2020-03-13,Biological,COVID-19
9692,Berkeley County,WV,39.4535243,-78.0395522,2020,2020-03-13,Biological,COVID-19
9693,Boone County,WV,38.0093296,-81.7013559,2020,2020-03-13,Biological,COVID-19
9694,Braxton County,WV,38.699643,-80.7012614,2020,2020-03-13,Biological,COVID-19
9695,Brooke County,WV,40.2729451,-80.5699497,2020,2020-03-13,Biological,COVID-19
9696,Calhoun County,WV,38.8311994,-81.1234524,2020,2020-03-13,Biological,COVID-19
9697,Clay County,WV,38.4460004,-81.0718148,2020,2020-03-13,Biological,COVID-19
9698,Doddridge County,WV,39.2632436,-80.7299566,2020,2020-03-13,Biological,COVID-19
9699,Fayette County,WV,38.0331608,-81.0722238,2020,2020-03-13,Biological,COVID-19
9700,Gilmer County,WV,38.9268106,-80.8350098,2020,2020-03-13,Biological,COVID-19
9701,Cabell County,WV,38.4200892,-82.2316907,2020,2020-03-13,Biological,COVID-19
9702,Hampshire County,WV,39.3015109,-78.6212207,2020,2020-03-13,Biological,COVID-19
9703,Hancock County,WV,40.5071529,-80.5657591,2020,2020-03-13,Biological,COVID-19
9704,Hardy County,WV,39.0040008,-78.8441276,2020,2020-03-13,Biological,COVID-19
9705,Harrison County,WV,39.2820223,-80.3789878,2020,2020-03-13,Biological,COVID-19
9706,Grant County,WV,39.0674434,-79.2066739,2020,2020-03-13,Biological,COVID-19
9707,Greenbrier County,WV,37.961175,-80.450934,2020,2020-03-13,Biological,COVID-19
9708,Jackson County,WV,38.818099,-81.6584708,2020,2020-03-13,Biological,COVID-19
9709,Jefferson County,WV,39.2954767,-77.8782587,2020,2020-03-13,Biological,COVID-19
9710,Kanawha County,WV,38.3428208,-81.5089835,2020,2020-03-13,Biological,COVID-19
9711,Lewis County,WV,39.0073766,-80.4923445,2020,2020-03-13,Biological,COVID-19
9712,Lincoln County,WV,38.1570776,-82.0671435,2020,2020-03-13,Biological,COVID-19
9713,Marshall County,WV,39.854861,-80.6616946,2020,2020-03-13,Biological,COVID-19
9714,Mason County,WV,38.7499013,-82.052456,2020,2020-03-13,Biological,COVID-19
9715,Logan County,WV,37.8024603,-81.9284776,2020,2020-03-13,Biological,COVID-19
9716,Marion County,WV,39.5128606,-80.2258567,2020,2020-03-13,Biological,COVID-19
9717,McDowell County,WV,37.3660757,-81.6478197,2020,2020-03-13,Biological,COVID-19
9718,Mercer County,WV,37.4071873,-81.1107194,2020,2020-03-13,Biological,COVID-19
9719,Mineral County,WV,39.3839905,-78.9416922,2020,2020-03-13,Biological,COVID-19
9720,Mingo County,WV,37.679051,-82.1317065,2020,2020-03-13,Biological,COVID-19
9721,Monongalia County,WV,39.6391074,-80.0300399,2020,2020-03-13,Biological,COVID-19
9722,Monroe County,WV,37.5585821,-80.5192225,2020,2020-03-13,Biological,COVID-19
9723,Morgan County,WV,39.5455257,-78.2592246,2020,2020-03-13,Biological,COVID-19
9724,Nicholas County,WV,38.2784261,-80.770707,2020,2020-03-13,Biological,COVID-19
9725,Ohio County,WV,40.0984771,-80.6109467,2020,2020-03-13,Biological,COVID-19
9726,Pendleton County,WV,38.6861824,-79.3410138,2020,2020-03-13,Biological,COVID-19
9727,Pleasants County,WV,39.370369,-81.1545062,2020,2020-03-13,Biological,COVID-19
9728,Pocahontas County,WV,38.3022233,-80.0286878,2020,2020-03-13,Biological,COVID-19
9729,Preston County,WV,39.463519649999995,-79.69027580407908,2020,2020-03-13,Biological,COVID-19
9730,Putnam County,WV,38.4939687,-81.9150148,2020,2020-03-13,Biological,COVID-19
9731,Raleigh County,WV,37.7493481,-81.2250929,2020,2020-03-13,Biological,COVID-19
9732,Randolph County,WV,38.8085998,-79.872531,2020,2020-03-13,Biological,COVID-19
9733,Roane County,WV,38.6943369,-81.3366149,2020,2020-03-13,Biological,COVID-19
9734,Summers County,WV,37.6293626,-80.8458259,2020,2020-03-13,Biological,COVID-19
9735,Taylor County,WV,39.3280857,-80.0403265,2020,2020-03-13,Biological,COVID-19
9736,Tucker County,WV,39.1256758,-79.5607117,2020,2020-03-13,Biological,COVID-19
9737,Ritchie County,WV,39.1666305,-81.0474662,2020,2020-03-13,Biological,COVID-19
9738,Tyler County,WV,39.4552913,-80.8682493,2020,2020-03-13,Biological,COVID-19
9739,Upshur County,WV,38.8957981,-80.2461453,2020,2020-03-13,Biological,COVID-19
9740,Wayne County,WV,38.1270685,-82.4289201,2020,2020-03-13,Biological,COVID-19
9741,Webster County,WV,38.4844995,-80.4289537,2020,2020-03-13,Biological,COVID-19
9742,Wetzel County,WV,39.6092584,-80.6503396,2020,2020-03-13,Biological,COVID-19
9743,Wirt County,WV,39.0287156,-81.3558282,2020,2020-03-13,Biological,COVID-19
9744,Wood County,WV,39.2054823,-81.5185967,2020,2020-03-13,Biological,COVID-19
9745,Wyoming County,WV,37.5969073,-81.5364932,2020,2020-03-13,Biological,COVID-19
9753,Prairie Island Community Indian Reservation,MN,44.63301945,-92.65162756208724,2020,2020-03-13,Biological,COVID-19
9757,Upper Sioux Community Indian Reservation,MN,44.759496,-95.50709339092063,2020,2020-03-13,Biological,COVID-19
9759,Lower Sioux Community Indian Reservation,MN,44.5282495,-94.98173180488757,2020,2020-03-13,Biological,COVID-19
9760,White Earth Indian Reservation,MN,47.23099085,-95.74556703700563,2020,2020-03-13,Biological,COVID-19
9761,Aitkin County,MN,46.5714822,-93.3847595,2020,2020-03-13,Biological,COVID-19
9762,Anoka County,MN,45.2710195,-93.2827625,2020,2020-03-13,Biological,COVID-19
9763,Beltrami County,MN,47.9978537,-94.8799011,2020,2020-03-13,Biological,COVID-19
9764,Benton County,MN,45.7162129,-94.0481042,2020,2020-03-13,Biological,COVID-19
9765,Big Stone County,MN,45.385266,-96.3557364,2020,2020-03-13,Biological,COVID-19
9766,Blue Earth County,MN,44.0109722,-94.0560643,2020,2020-03-13,Biological,COVID-19
9767,Becker County,MN,46.9298236,-95.6761851,2020,2020-03-13,Biological,COVID-19
9768,Brown County,MN,44.2350232,-94.6955051,2020,2020-03-13,Biological,COVID-19
9769,Carlton County,MN,46.5799933,-92.7206334,2020,2020-03-13,Biological,COVID-19
9770,Carver County,MN,44.807118,-93.7871792,2020,2020-03-13,Biological,COVID-19
9772,Cass County,MN,47.0234117,-94.3454604,2020,2020-03-13,Biological,COVID-19
9773,Chippewa County,MN,45.027661,-95.5314914,2020,2020-03-13,Biological,COVID-19
9774,Chisago County,MN,45.4758877,-92.8849411,2020,2020-03-13,Biological,COVID-19
9775,Clay County,MN,46.8994904,-96.5088202,2020,2020-03-13,Biological,COVID-19
9776,Clearwater County,MN,47.5643825,-95.3747844,2020,2020-03-13,Biological,COVID-19
9777,Cook County,MN,47.9149076,-90.47301,2020,2020-03-13,Biological,COVID-19
9778,Crow Wing County,MN,46.4665237,-94.1017044,2020,2020-03-13,Biological,COVID-19
9779,Dakota County,MN,44.666655,-93.044911,2020,2020-03-13,Biological,COVID-19
9780,Dodge County,MN,44.0175404,-92.8678406,2020,2020-03-13,Biological,COVID-19
9781,Cottonwood County,MN,44.019068,-95.1658845,2020,2020-03-13,Biological,COVID-19
9782,Douglas County,MN,45.9340479,-95.4627651,2020,2020-03-13,Biological,COVID-19
9783,Faribault County,MN,43.6647961,-93.9510501,2020,2020-03-13,Biological,COVID-19
9784,Fillmore County,MN,43.6466588,-92.0636359,2020,2020-03-13,Biological,COVID-19
9785,Freeborn County,MN,43.6763617,-93.3501681,2020,2020-03-13,Biological,COVID-19
9786,Hennepin County,MN,45.0257232,-93.4865052,2020,2020-03-13,Biological,COVID-19
9787,Houston County,MN,43.6624222,-91.4685617,2020,2020-03-13,Biological,COVID-19
9788,Hubbard County,MN,47.1138266,-94.9427679,2020,2020-03-13,Biological,COVID-19
9789,Isanti County,MN,45.56932235,-93.32652095523574,2020,2020-03-13,Biological,COVID-19
9790,Itasca County,MN,47.4968343,-93.6225663,2020,2020-03-13,Biological,COVID-19
9791,Jackson County,MN,43.670011,-95.1500626,2020,2020-03-13,Biological,COVID-19
9792,Goodhue County,MN,44.396973,-92.7175627,2020,2020-03-13,Biological,COVID-19
9793,Grant County,MN,45.9358795,-96.0272071,2020,2020-03-13,Biological,COVID-19
9794,Kanabec County,MN,45.8986948,-93.2850016,2020,2020-03-13,Biological,COVID-19
9795,Kandiyohi County,MN,45.142373,-95.0025846,2020,2020-03-13,Biological,COVID-19
9796,McKinley Township of,MN,47.5127038,-92.4110144,2020,2020-03-13,Biological,COVID-19
9797,Kittson County,MN,48.7709208,-96.8074141,2020,2020-03-13,Biological,COVID-19
9798,Nett River Township of,MN,48.0335936,-92.8323196,2020,2020-03-13,Biological,COVID-19
9799,Koochiching County,MN,48.221596,-93.7684251,2020,2020-03-13,Biological,COVID-19
9800,Lake County,MN,47.6348022,-91.4394994,2020,2020-03-13,Biological,COVID-19
9801,Lake of the Woods County,MN,48.7032282,-94.8480091,2020,2020-03-13,Biological,COVID-19
9802,Le Sueur County,MN,44.3771652,-93.711443,2020,2020-03-13,Biological,COVID-19
9803,Lyon County,MN,44.3880733,-95.8287296,2020,2020-03-13,Biological,COVID-19
9804,Lincoln County,MN,44.4020631,-96.2627763,2020,2020-03-13,Biological,COVID-19
9805,McLeod County,MN,44.8169135,-94.2495251,2020,2020-03-13,Biological,COVID-19
9806,Mahnomen County,MN,47.3313602,-95.8142911,2020,2020-03-13,Biological,COVID-19
9807,Lac qui Parle County,MN,44.986426,-96.2024907,2020,2020-03-13,Biological,COVID-19
9808,Marshall County,MN,48.3605336,-96.381968,2020,2020-03-13,Biological,COVID-19
9809,Martin County,MN,43.6564337,-94.5498419,2020,2020-03-13,Biological,COVID-19
9810,Meeker County,MN,45.1183643,-94.5175345,2020,2020-03-13,Biological,COVID-19
9811,Mille Lacs County,MN,45.9311972,-93.640356,2020,2020-03-13,Biological,COVID-19
9812,Mower County,MN,43.6832277,-92.753704,2020,2020-03-13,Biological,COVID-19
9813,Murray County,MN,44.017855,-95.7615205,2020,2020-03-13,Biological,COVID-19
9814,Nicollet County,MN,44.3380412,-94.2362169,2020,2020-03-13,Biological,COVID-19
9815,Morrison County,MN,45.9926837,-94.2554658,2020,2020-03-13,Biological,COVID-19
9816,Nobles County,MN,43.6634212,-95.7527672,2020,2020-03-13,Biological,COVID-19
9817,Norman County,MN,47.3194344,-96.4625779,2020,2020-03-13,Biological,COVID-19
9818,Olmsted County,MN,43.999812,-92.3765614,2020,2020-03-13,Biological,COVID-19
9819,Otter Tail County,MN,46.4184196,-95.713142,2020,2020-03-13,Biological,COVID-19
9820,Pine County,MN,46.0820957,-92.7542126,2020,2020-03-13,Biological,COVID-19
9821,Pennington County,MN,48.0513335,-96.0829271,2020,2020-03-13,Biological,COVID-19
9822,Pipestone County,MN,44.0270012,-96.2566582,2020,2020-03-13,Biological,COVID-19
9823,Polk County,MN,47.6554613,-96.4193484,2020,2020-03-13,Biological,COVID-19
9824,Pope County,MN,45.5850258,-95.4469471,2020,2020-03-13,Biological,COVID-19
9825,Ramsey County,MN,45.0165728,-93.0949501,2020,2020-03-13,Biological,COVID-19
9826,Red Lake County,MN,47.8605178,-96.0988343,2020,2020-03-13,Biological,COVID-19
9827,Redwood County,MN,44.3788613,-95.2532373,2020,2020-03-13,Biological,COVID-19
9828,Renville County,MN,44.7242874,-94.9084771,2020,2020-03-13,Biological,COVID-19
9829,Rice County,MN,44.3413376,-93.2865484,2020,2020-03-13,Biological,COVID-19
9830,Rock County,MN,43.6733632,-96.2574328,2020,2020-03-13,Biological,COVID-19
9831,Roseau County,MN,48.7710371,-95.7697882,2020,2020-03-13,Biological,COVID-19
9832,St. Louis County,MN,47.6201005,-92.4363343,2020,2020-03-13,Biological,COVID-19
9833,Scott County,MN,44.6506998,-93.5025726,2020,2020-03-13,Biological,COVID-19
9834,Sherburne County,MN,45.4427088,-93.7459202,2020,2020-03-13,Biological,COVID-19
9835,Sibley County,MN,44.5603522,-94.2085682,2020,2020-03-13,Biological,COVID-19
9836,Stearns County,MN,45.535326,-94.6139422,2020,2020-03-13,Biological,COVID-19
9837,Steele County,MN,44.0137336,-93.2203671,2020,2020-03-13,Biological,COVID-19
9838,Stevens County,MN,45.5837016,-95.9946194,2020,2020-03-13,Biological,COVID-19
9839,Swift County,MN,45.2797223,-95.6898654,2020,2020-03-13,Biological,COVID-19
9840,Todd County,MN,46.0588428,-94.887283,2020,2020-03-13,Biological,COVID-19
9841,Traverse County,MN,45.7836323,-96.4215265,2020,2020-03-13,Biological,COVID-19
9842,Waseca County,MN,44.0172242,-93.5885717,2020,2020-03-13,Biological,COVID-19
9843,Washington County,MN,45.0078657,-92.874565,2020,2020-03-13,Biological,COVID-19
9844,Watonwan County,MN,43.9736055,-94.6370354,2020,2020-03-13,Biological,COVID-19
9845,Wabasha County,MN,44.2767596,-92.2018164,2020,2020-03-13,Biological,COVID-19
9846,Wilkin County,MN,46.3258354,-96.4586194,2020,2020-03-13,Biological,COVID-19
9847,Winona County,MN,43.9582272,-91.7807784,2020,2020-03-13,Biological,COVID-19
9848,Wadena County,MN,46.5850936,-94.9606684,2020,2020-03-13,Biological,COVID-19
9849,Yellow Medicine County,MN,44.7198536,-95.8533555,2020,2020-03-13,Biological,COVID-19
9850,Bad River Indian Reservation,WI,43.0404511,-87.920809,2020,2020-03-13,Biological,COVID-19
9852,Ho-Chunk Reservation,WI,43.3733611,-89.75193953855671,2020,2020-03-13,Biological,COVID-19
9855,Wright County,MN,45.1489061,-93.9639196,2020,2020-03-13,Biological,COVID-19
9856,Menominee Indian Reservation,WI,44.97629635,-88.73471652664307,2020,2020-03-13,Biological,COVID-19
9862,Adams County,WI,43.9462246,-89.7836456,2020,2020-03-13,Biological,COVID-19
9863,Ashland County,WI,46.2062319,-90.6802594,2020,2020-03-13,Biological,COVID-19
9864,Barron County,WI,45.423557,-91.8454099,2020,2020-03-13,Biological,COVID-19
9865,Bayfield County,WI,46.4710241,-91.1983175,2020,2020-03-13,Biological,COVID-19
9866,Brown County,WI,44.4383498,-88.0167093,2020,2020-03-13,Biological,COVID-19
9867,Buffalo County,WI,44.4073658,-91.7547858,2020,2020-03-13,Biological,COVID-19
9868,Burnett County,WI,45.8652437,-92.2673161,2020,2020-03-13,Biological,COVID-19
9869,Calumet County,WI,44.0751086,-88.2144321,2020,2020-03-13,Biological,COVID-19
9870,Chippewa County,WI,45.0740585,-91.2947258,2020,2020-03-13,Biological,COVID-19
9871,Columbia County,WI,43.4641929,-89.3478429,2020,2020-03-13,Biological,COVID-19
9872,Crawford County,WI,43.2271639,-90.8938474,2020,2020-03-13,Biological,COVID-19
9873,Clark County,WI,44.7188146,-90.6214928,2020,2020-03-13,Biological,COVID-19
9874,Dane County,WI,43.0709273,-89.4322174,2020,2020-03-13,Biological,COVID-19
9875,Dodge County,WI,43.413614,-88.7177834,2020,2020-03-13,Biological,COVID-19
9876,Door County,WI,44.7615925,-87.5329747,2020,2020-03-13,Biological,COVID-19
9877,Douglas County,WI,46.4396038,-91.9059158,2020,2020-03-13,Biological,COVID-19
9878,Dunn County,WI,44.9333564,-91.8994409,2020,2020-03-13,Biological,COVID-19
9879,Eau Claire County,WI,44.7257643,-91.3040313,2020,2020-03-13,Biological,COVID-19
9880,Florence County,WI,45.8379973,-88.3902943,2020,2020-03-13,Biological,COVID-19
9881,Fond du Lac County,WI,43.7533414,-88.4493796,2020,2020-03-13,Biological,COVID-19
9882,Forest County,WI,45.625108,-88.806738,2020,2020-03-13,Biological,COVID-19
9883,Grant County,WI,42.8855277,-90.6991696,2020,2020-03-13,Biological,COVID-19
9884,Green County,WI,42.6791433,-89.6076428,2020,2020-03-13,Biological,COVID-19
9885,Green Lake County,WI,43.7971612,-89.0402508,2020,2020-03-13,Biological,COVID-19
9886,Iowa County,WI,42.9732457,-90.1334393,2020,2020-03-13,Biological,COVID-19
9887,Iron County,WI,46.2254778,-90.2125304,2020,2020-03-13,Biological,COVID-19
9888,Jackson County,WI,44.3016847,-90.8085198,2020,2020-03-13,Biological,COVID-19
9889,Jefferson County,WI,43.0224668,-88.7673031,2020,2020-03-13,Biological,COVID-19
9890,Juneau County,WI,43.9532381,-90.1218405,2020,2020-03-13,Biological,COVID-19
9891,Kenosha County,WI,42.5729233,-88.0679837,2020,2020-03-13,Biological,COVID-19
9892,Kewaunee County,WI,44.521282,-87.6301086,2020,2020-03-13,Biological,COVID-19
9893,La Crosse County,WI,43.8890516,-91.0902393,2020,2020-03-13,Biological,COVID-19
9894,Lafayette County,WI,42.6632391,-90.1317754,2020,2020-03-13,Biological,COVID-19
9895,Langlade County,WI,45.2728122,-89.067113,2020,2020-03-13,Biological,COVID-19
9896,Lincoln County,WI,45.3265631,-89.7326216,2020,2020-03-13,Biological,COVID-19
